ticket_id,enteredDate,lastModified,closedDate,status,contactMethod,category,description,department,location,city,state,zip,latitude,longitude
64251,"1998-04-30 05:00:00","2016-09-11 22:02:05","1998-04-30 05:00:00",closed,Other,"Sidewalk & Curb Complaints","Mr. Gardner reported to Street Dept. that a mailbox post with jagged sharp edges is stuck in the middle of the sidewalk at 504 N. Smith.  Dangerous to pedestrians, and no mail box attached.",,"504 N Smith RD",Bloomington,IN,47408,39.16922760009766,-86.48094940185547
65104,"1998-02-09 05:00:00","2016-09-11 22:02:05","1998-02-09 05:00:00",closed,"Phone Call","Sidewalk & Curb Complaints","In regard to Mayor's S.O.C. address:  Mr. Berkey ""shutters"" at thought of CORNER CURB EXT.'S around town w/ streets as narrow as they are.  ""They take away a car's turning radius, slow traffic, just not working well.""  (ie., sw crner of M.C. Library block projection-light pole on it,crner has been extended, cars can park in it - ""it's awkward & uncomfortable to make turn.""  He basically suggests NO MORE CURB EXT.'S!",,"401 N Morton ST",Bloomington,IN,47404,39.16992568969727,-86.53680419921875
72919,"1970-01-01 00:00:00","2016-09-11 22:02:05","1970-01-01 00:00:00",closed,"Phone Call","Sidewalk & Curb Complaints","Believes that the Somersbe development along S Rogers St was supposed to have installed sidewalks on the Rogers St frontage.  Wants it looked into.",,"3413 S Rogers ST",Bloomington,IN,47403,39.12678909301758,-86.53846740722656
73248,"2011-07-07 14:21:35","2016-09-11 22:02:05","2012-04-18 13:25:23",closed,"Phone Call","Sidewalk & Curb Complaints","Westside of Patterson, north of allen near the bridge over the creek.  The area is eroding away, has been since 2008, and needs to be repaired.  Soon the sidewalk will cave in and eventually the street.",,"900 W Allen ST",Bloomington,IN,47403,39.15587234497070,-86.54373931884766
73313,"2011-07-12 12:50:20","2016-09-11 22:02:05","2011-08-31 18:13:49",closed,,"Sidewalk & Curb Complaints","I have a couple questions for you about who to talk to for issues in neighborhoods. The first is about sidewalks - right now I'm living in a non Near West Side neighborhood (I broke up with my boyfriend, moved out, and had to find a place quickly.) Anyway, there's tons of construction nearby - I live on 13th/College but walk to work at 10th/Morton, and I almost get run over by cars every morning. It's kind of terrifying! I just wonder - couldn't the city work with the construction workers to create a safe place for pedestrians while this construction is going on? I wouldnt' have said anything, but it's been a month and clearly the construction is going to take a few more months.",,"N College AVE",Bloomington,IN,,,
73331,"2011-07-13 15:32:18","2016-09-11 22:02:05","2011-08-31 18:05:20",closed,Email,"Sidewalk & Curb Complaints","There is a vehicle blocking the sidewalk in front of this residence which has been this way for years.  He has complained before about the same situation.  HAND & Planning are working on other issues for this site.",,"1012 W Countryside LN",Bloomington,IN,47403,39.14336013793945,-86.54543304443360
73335,"2011-07-13 16:53:08","2016-09-11 22:02:05","2011-08-31 17:29:09",closed,Email,"Sidewalk & Curb Complaints","Resident has vehicles and an RV blocking the sidewalk. The car is on blocks with flat tires and has been sitting on the sidewalk for over a year. The RV has been parked over the sidewalk for the past 7 yrs. Has complained about this site before. HAND & Planning working on other problems with this site.",,"918 W Countryside LN",Bloomington,IN,47403,39.14335250854492,-86.54470062255860
79023,"2010-07-01 04:00:00","2016-09-11 22:02:05","2010-07-01 04:00:00",closed,"Phone Call","Sidewalk & Curb Complaints","The sidewalk is washing away.",,"609 W Dodds ST",Bloomington,IN,47403,39.15734481811523,-86.54070281982422
80983,"2009-10-06 04:00:00","2016-09-11 22:02:05","2009-10-06 04:00:00",closed,"Walk In","Sidewalk & Curb Complaints","Parents have been complaining to school crossing guard that the sidewalk by the first driveway south of High and Greenbriar is full of mud and the kids have to walk through it.  They would like this cleaned up.",,"2101 S High ST",Bloomington,IN,,,
92273,"2007-02-01 05:00:00","2016-09-11 22:02:05","2007-02-01 05:00:00",closed,"Phone Call","Sidewalk & Curb Complaints","dead tree in middle of sidewalk, on northeast corner",,"2600 E Dekist ST",Bloomington,IN,47408,39.16665267944336,-86.50166320800781
92274,"2007-02-01 05:00:00","2016-09-11 22:02:05","2007-02-01 05:00:00",closed,"Phone Call","Sidewalk & Curb Complaints","dead tree at the corner 2nd Street and Grant",,"327 E 2nd ST",Bloomington,IN,47401,39.16163253784180,-86.53001403808594
92283,"2007-01-29 05:00:00","2016-09-11 22:02:05","2007-01-29 05:00:00",closed,"Phone Call","Sidewalk & Curb Complaints","sidewalk lower than street level at point where sidewalk wraps around tree, water forms and creates mud hole",,"2222 E 3rd ST",Bloomington,IN,47401,39.16375350952148,-86.50687408447266
92538,"2006-08-31 04:00:00","2016-09-11 22:02:05","2006-08-31 04:00:00",closed,"Phone Call","Sidewalk & Curb Complaints","Caller states that a pile of sand and dirt was left on the sidewalk so long that it has now washed down the curb line the whole block and weeds are now growing in the gutter line.  He does not think the street sweeper will be able to pick it up and believes it will need to be shoveled up.",,"512 W 13th ST",Bloomington,IN,47404,39.17521286010742,-86.53906250000000
101756,"2004-01-28 05:00:00","2016-09-11 22:02:05","2004-01-28 05:00:00",closed,Email,"Sidewalk & Curb Complaints","inquiry to sidewalk cleaning ordinace
reply- explained sidewalk ordinance",,"2615 E 2nd ST",Bloomington,IN,47401,39.16155624389648,-86.50054931640625
106334,"2002-03-14 05:00:00","2016-09-11 22:02:05","2002-03-14 05:00:00",closed,"Phone Call","Sidewalk & Curb Complaints","faxed to sanitation ll/ missed pick-up/trash no notice left.",,"644 S BAYBERRY CT",Bloomington,IN,,,
107466,"2001-10-10 05:00:00","2016-09-11 22:02:05","2001-10-10 05:00:00",closed,"Phone Call","Sidewalk & Curb Complaints","There is a trip hazard in the sidewalk on N College between W 6th and 7th street.",,"N COLLEGE AVE",Bloomington,IN,,,
107655,"2001-09-27 05:00:00","2016-09-11 22:02:05","2001-09-27 05:00:00",closed,"Web Form","Sidewalk & Curb Complaints","Citizen stated that the sidewalk between Walnut & College is a mess on the south side near grey apartment houses.  She is not sure if they are considered historic or not.",,"413 E 8th ST",Bloomington,IN,47408,39.16968536376953,-86.52884674072266
107656,"2001-09-27 05:00:00","2016-09-11 22:02:05","2001-09-27 05:00:00",closed,"Web Form","Sidewalk & Curb Complaints","Citizen stated via email that on West 3rd Street where it ""T""s with South Jackson Street a brick sidewalk joins concrete, and there is a big ridge that she tripped over.",,"338 S Jackson ST",Bloomington,IN,47403,39.16334915161133,-86.54014587402344
108223,"2001-08-23 05:00:00","2016-09-11 22:02:05","2001-08-23 05:00:00",closed,"Phone Call","Sidewalk & Curb Complaints","Mr. Tim called to state that there is broken glass on the sidewalk causing a safety hazard.",,"424 S Henderson ST",Bloomington,IN,47401,39.16181945800781,-86.52746582031250
111463,"2000-08-18 05:00:00","2016-09-11 22:02:05","2000-08-18 05:00:00",closed,"Phone Call","Sidewalk & Curb Complaints","This house is on the northeast corner of 2nd & Woodlawn.  The curbing is broken up and in need of repair.",,"903 E 2nd ST",Bloomington,IN,47401,39.16121673583984,-86.52239227294922
111603,"2000-07-17 05:00:00","2016-09-11 22:02:05","2000-07-17 05:00:00",closed,Other,"Sidewalk & Curb Complaints","The north half of this block needs the curb replaced.  It is broken away in many places.  The south corner by the alley is completely broken away and there is a metal piece sticking out into the alley.",,"417 N Grant ST",Bloomington,IN,47408,39.17016220092773,-86.53025054931640
113849,"1999-08-05 05:00:00","2016-09-11 22:02:05","1999-08-05 05:00:00",closed,Letter,"Sidewalk & Curb Complaints","SEE ATTACHED LETTER.",,"401 N Morton ST",Bloomington,IN,47404,39.16992568969727,-86.53680419921875
115840,"1998-09-22 05:00:00","2016-09-11 22:02:05","1998-09-22 05:00:00",closed,"Phone Call","Sidewalk & Curb Complaints","Tree root in bike path along Longview is buckling the path severely.  It should be repaired.  Has gone on for quite some time.",,"401 N Morton ST",Bloomington,IN,47404,39.16992568969727,-86.53680419921875
115860,"1998-09-21 05:00:00","2016-09-11 22:02:05","1998-09-21 05:00:00",closed,"Phone Call","Sidewalk & Curb Complaints","Ms. Levisnson called to notify the City that at the location of Atwater an Eastside Drive is a hole approximately 3ft. deep and is concerned about the safety of the neighoborhood.  She didn't know if it was City crews working in the area or not.  She would like someone come out and take a look at it.",,"400 S EAST SIDE DR",Bloomington,IN,,,
115861,"1998-09-21 05:00:00","2016-09-11 22:02:05","1998-09-21 05:00:00",closed,"Phone Call","Sidewalk & Curb Complaints","Ms. Levisnson called to notify the City that at the location of Atwater an Eastside Drive is a hole approximately 3ft. deep and is concerned about the safety of the neighoborhood.  She didn't know if it was City crews working in the area or not.  She would like someone come out and take a look at it.",,"400 S EAST SIDE DR",Bloomington,IN,,,
115870,"1998-09-21 05:00:00","2016-09-11 22:02:05","1998-09-21 05:00:00",closed,"Phone Call","Sidewalk & Curb Complaints","Mr. Lake called to notify us that the curbs in front of his residence are deteriorating and would like to know if they will be repaired.  He would like someone from Engineering to come out and take a look at it and contact him about this issue.",,"329 S Buckner ST",Bloomington,IN,47403,39.16333770751953,-86.54441070556640
117154,"1998-06-05 05:00:00","2016-09-11 22:02:05","1998-06-05 05:00:00",closed,Email,"Sidewalk & Curb Complaints","Complaint states that there are no curb cuts for the handicapped parking spaces on Pete Ellis Dr.",,"301 N Pete Ellis DR",Bloomington,IN,47408,39.16802215576172,-86.49559020996094
117210,"1998-05-29 05:00:00","2016-09-11 22:02:05","1998-05-29 05:00:00",closed,"Phone Call","Sidewalk & Curb Complaints","THERE IS AN OVERGROWN TREE OBSTRUCTING THE SIDEWALK.",,"S MADISON",Bloomington,IN,,,
122771,"2011-08-11 13:29:33","2016-09-11 22:02:05","2011-08-29 18:17:23",closed,Email,"Sidewalk & Curb Complaints","Location of your Problem: 2910 N Ramble Rd E
Details: How is it possible to get sidewalks and curbs in the part of the Blue Ridge subdivision that doesn't have them? This would go a long way to reducing erosion in this very hilly part of town.
Contact Info
Name: Owen V. Johnson
Email: johnsono@indiana.edu",,,Bloomington,IN,,,
123442,"2011-09-13 19:28:38","2016-09-11 22:02:05","2011-10-31 17:31:33",closed,"Phone Call","Sidewalk & Curb Complaints","The sidewalk that runs along the west side of North Kinser Pike btwn Acuff Road and Rosewood Drive is overgrown with shrubs/grass.  It is becoming very difficult to walk on the sidewalk.  The main problem is closer to Rosewood Drive.","Planning and Transportation","N Kinser PIKE",Bloomington,IN,,,
123443,"2011-09-13 19:30:03","2016-09-11 22:02:05","2011-10-21 19:41:07",closed,"Phone Call","Sidewalk & Curb Complaints","The sidewalk that runs along the south side of Acuff Road btwn North Kinser Pike & Rosewood Drive is overgrown with grass/shrubs. The sidewalk is behind the row of trees.","Planning and Transportation","W Acuff RD",Bloomington,IN,,,
123560,"2011-09-15 19:51:48","2016-09-11 22:02:05","2012-10-11 12:31:01",closed,,"Sidewalk & Curb Complaints","The sidewalk has a huge dip at 523 Plymouth Road and needs to be repaired.","Street Department",,Bloomington,IN,,,
123671,"2011-09-23 16:15:46","2016-09-11 22:02:05","2011-10-11 15:24:48",closed,"Phone Call","Sidewalk & Curb Complaints","SW Corner of 2nd & Hawthorne the trees are over the sidewalk and need to be trimmed.  Believes these to be private trees, not in the City's right of way.","Planning and Transportation","600 S Hawthorne DR",Bloomington,IN,47401,39.16085815429688,-86.52033233642578
124268,"2011-11-09 14:13:18","2016-09-11 22:02:05","2011-11-21 15:43:31",closed,Email,"Sidewalk & Curb Complaints","There are leaves covering the sidewalk in front of 409 S. High Street.  A stroller can't use the sw at this moment. The citizen doesn't blame the homeowner because they are putting them out their for the City to vacuum them.  Maybe there can be an early pickup so the sw will be usable again & this dangerous situation eliminated.",,"409 S High ST",Bloomington,IN,47401,39.16270828247070,-86.50798797607422
124923,"2012-01-27 13:41:16","2019-01-10 08:51:31","2012-08-15 08:27:43",closed,Email,"Sidewalk & Curb Complaints","903 E. Second  my complaint when the gravel was deposited last spring is that some of the gravel spilled over onto the sidewalk.That gravel is still there and presents a slippery hazard for running children (or walking old people). Can you get them to remove the gravel they spilled on the sidewalk (near the alley entrance)?",,,Bloomington,IN,,,
125036,"2012-02-09 17:30:39","2016-09-11 22:02:05","2012-03-05 12:40:06",closed,,"Sidewalk & Curb Complaints","Someone must have hit the bike rack hoop for it is pulled from the pavement",,"125 N College Ave",Bloomington,IN,,39.16747283935547,-86.53487396240234
125351,"2012-03-21 19:18:29","2016-09-11 22:02:05","2012-03-22 12:23:25",closed,,"Sidewalk & Curb Complaints","The bike racks that have been loose for weeks, one finally fell down. (pulled out of the pavement)

Thanks for helping!","Street Department","125 N College Ave",Bloomington,IN,,39.16738891601562,-86.53488922119140
126502,"2012-05-31 17:29:19","2016-09-11 22:02:05","2012-08-13 15:19:08",closed,,"Sidewalk & Curb Complaints","Trees on swale need trimming, you cannot walk on sidewalk standing upright. There are trees that need trimming on  both sides of East Keri Mari Lane in swale - between sidewalk and road.",,,Bloomington,IN,,,
126505,"2012-05-31 20:29:02","2016-09-11 22:02:05","2012-06-01 11:02:53",closed,,"Sidewalk & Curb Complaints","When the City upgraded the intersection of 7th and Walnut, the workers failed to paint the crosswalk on the pavement across Walnut St on the north side of the intersection.  It has been this way since last summer.",Facilities,"222 N Walnut St",Bloomington,IN,,39.16833114624023,-86.53357696533203
126511,"2012-06-01 12:30:50","2016-09-11 22:02:05","2012-08-13 15:19:54",closed,,"Sidewalk & Curb Complaints","Several areas of concern in the Winslow Farm/Walnut Creek neighborhoods:

1)	Along S. Henderson across from the ice rink, adjacent to Bayberry Condos, and south of Wylie Farm Road to Graham Drive have a number of limbs handing over the sidewalk. 
2)	Wylie Farm Road from Henderson to Azalea Lane has limbs over the sidewalk (near Henderson and over the wooden walkways near Azalea Lane are areas of particular safety concern).
3)	Azalea Lane east of Summerwood Court, across from Summit Pointe Apartments, and adjacent to the 2100 S. Bent Tree Drive and 2101 S. Bent Tree Drive has tree limbs hanging over the sidewalk. Also, grass and brush is growing nearly four feet high in the strip. (See attached photo)

Thank you for arranging inspection and monitoring the property owners (Bayberry HOA, Winslow Farm HOA, and homeowners adjacent to the property on Azalea Lane) taking care of these public safety issues and code violations.",,,Bloomington,IN,,,
126516,"2012-06-01 15:56:42","2016-09-11 22:02:05","2012-08-13 10:12:55",closed,,"Sidewalk & Curb Complaints","The weeds along the street are overwhelming the sidewalk in this area. Not sure who is responsible for upkeep--city or adjacent property owners.","Planning and Transportation","2135-2165 E Azalea Ln",Bloomington,IN,,39.14316940307617,-86.52143859863281
126536,"2012-06-04 12:19:05","2016-09-11 22:02:05","2012-08-13 13:36:58",closed,,"Sidewalk & Curb Complaints","The Northside of the street - sidewalk on Moores Pike, East of S. Fenbrook LN has alot of brush and trees grown up making the already narrow and close to the street walkway very dangerous with the amount and speed of traffic. Could the city either clean up the walkway or have the property owner responsible open this area up to increase pedestrian safety.",,"3501 William Ct",Bloomington,IN,,39.14978027343750,-86.48609924316406
126674,"2012-06-08 23:49:06","2016-09-11 22:02:05","2012-06-11 12:08:29",closed,,"Sidewalk & Curb Complaints","there is a tree branch hanging on the power lines on E Hillside Dr, beween S Henderson St and S Woodlawn Ave. The tree branch looks like it is going to fall on the street anytime. It is dangerous for all cars driving on that part of the street everyday. Please take care of it before anyone gets hurt.",Facilities,,Bloomington,IN,,,
126846,"2012-06-21 16:53:50","2016-09-11 22:02:05","2012-08-13 14:39:36",closed,,"Sidewalk & Curb Complaints","My address is 1202 E. Wylie Street. The city repaired the sidewalk in front of our house in July 2010. Last fall it began spalling and breaking apart. There is now broken, small pieces of concrete in a section in front of our house. Would the city please send someone to look at it? Thank you.","Public Works Department","1204 E Wylie St",Bloomington,IN,,39.15827178955078,-86.51998901367188
127017,"2012-06-28 18:10:46","2016-09-11 22:02:05","2012-10-03 13:07:46",closed,,"Sidewalk & Curb Complaints","The sidewalk is completely obstructed by bushes and trees along the north side of Walpole Lane right about 4405 E Walpole","Street Department","4300-4498 E Walpole Ln",Bloomington,IN,,39.17263793945312,-86.47359466552734
127136,"2012-07-09 14:22:30","2016-09-11 22:02:05","2012-10-09 13:39:00",closed,"Phone Call","Sidewalk & Curb Complaints","Between 301 an 401 North Morton the sidewalk is raised in one location causing people to trip.  West side of Morton near Macri's.","Public Works Department",,Bloomington,IN,,,
127348,"2012-07-21 06:19:32","2016-09-11 22:02:05","2012-07-23 11:24:09",closed,,"Sidewalk & Curb Complaints","Trees are growing over the sidewalks enough so that it becomes difficult to pass","Street Department","3855 Jonathan Dr",Bloomington,IN,,39.16861343383789,-86.58103942871094
127670,"2012-08-07 21:52:22","2016-09-11 22:02:05","2012-10-24 14:59:21",closed,,"Sidewalk & Curb Complaints","Hole in black top","Utilities T & D","2100-2198 W Sudbury Dr",Bloomington,IN,,39.14853668212891,-86.56112670898438
127967,"2012-08-19 14:35:25","2016-09-11 22:02:05","2012-08-20 11:15:12",closed,,"Sidewalk & Curb Complaints","sidewalk blocked by tree","Street Department","810 N Blair Ave",Bloomington,IN,,39.17364883422852,-86.54374694824219
128313,"2012-08-30 13:43:53","2016-09-11 22:02:05","2012-10-04 13:50:43",closed,"Phone Call","Sidewalk & Curb Complaints","block wall is falling onto sidewalk reported from Mrs. Beazer 334-2262","Planning and Transportation","1800 E Greenbriar LN",Bloomington,IN,47401,39.14459991455078,-86.51110839843750
128688,"2012-09-16 13:04:48","2016-09-11 22:02:05","2012-10-25 07:59:19",closed,,"Sidewalk & Curb Complaints","Pothole surrounding a manhole cover.","Utilities T & D","2773 E Garden Path",Bloomington,IN,,39.13167190551758,-86.49572753906250
128906,"2012-09-24 09:48:50","2016-09-11 22:02:05","2013-01-07 16:21:22",closed,"Phone Call","Sidewalk & Curb Complaints","Weeds in sidewalk, people need to use street.","Planning and Transportation","1633 S Pinestone CT",Bloomington,IN,,,
129028,"2012-09-28 10:57:33","2016-09-11 22:02:05","2012-09-28 11:08:44",closed,,"Sidewalk & Curb Complaints","north side of First Street sidewalk obstructed by vegetation where First curves around between Jordan and Mitchell","Street Department","800-898 S Sheridan Dr",Bloomington,IN,,39.15854644775391,-86.51528167724610
129308,"2012-10-20 10:06:35","2016-09-11 22:02:05","2012-10-22 07:11:57",closed,,"Sidewalk & Curb Complaints","I am a driver for MCCSC. I currently drive route #114. I drive every school day through and past the intersection Walnut Pike and Fairfax Road. I have always noticed an extremely hazardous drainage embankment on the west side of Walnut Pike at this intersection. I have often thought how careful I must be so my bus does not come too close to this embankment for fear of the bus falling on its side especially under icy or slippery conditions. With or without students this would be a disaster. Yesterday, October 15, I actually witnessed an accident of one car falling into this drainage embankment and flipping on its side which prompted me to write in. I am the driver who radioed the accident into MCCSC transportation base immediately after it occurred. Please adjust this severe ditch so no more accidents occur.","Street Department","S Walnut Street Pike",Bloomington,IN,,39.10501861572266,-86.52642059326172
129490,"2012-11-02 16:17:19","2016-09-11 22:02:05","2012-11-08 07:24:36",closed,,"Sidewalk & Curb Complaints","There is a very uneven sidewalk just to the east of our offices (Bloom Magazine -- 414 W. 6th street). The uneven portion is in front of the Applegate Building.  Several of our staff members and guests have taken bad falls there; someone fell again today really hurting themselves.  

Can you please check into this and report back as to when it might be fixed?  If needed, we'll put your Legal Department on formal notice of this hazard.  One day someone is going to crack their head open at that spot -- it really needs to be repaired as there is a fair amount of traffic on this sidewalk.

Thanks.","Street Department",,Bloomington,IN,,,
129565,"2012-11-07 15:18:34","2016-09-11 22:02:05","2012-11-08 13:06:26",closed,,"Sidewalk & Curb Complaints","Black Lumber called MCCSC.  Someone walked through the new sidewalk in front of Black Lumber.  It was still green and footprints were left in it.","Street Department",,Bloomington,IN,,,
129671,"2012-11-15 23:28:46","2016-09-11 22:02:05","2012-11-16 07:14:17",closed,,"Sidewalk & Curb Complaints","Gravel, sand, and loose rocks here make this very dangerous for bicyclists.","Street Department","611 E Matlock Rd",Bloomington,IN,,39.18639755249023,-86.52697753906250
129681,"2012-11-16 17:45:35","2016-09-11 22:02:05","2013-04-08 16:47:52",closed,,"Sidewalk & Curb Complaints","My mother is elderly (86) and lives at 510 W. Dodds St.  There used to be an ornamental tree in front of her house in the treeplot. It was removed a couple of years ago and now a tag has been put in the treeplot indicating it is for a tree to be planted.  Could we PLEASE request a tree that doesn't have crabapples or berries?  It is not possible for her to clean up the messes on the sidewalk and she has to pay someone to do it for her.  I'm not sure if I got the right place. If not let me know and I'll direct my inquiry to the proper office. Thank you.",,,Bloomington,IN,,,
129739,"2012-11-21 08:48:06","2016-09-11 22:02:05","2012-11-27 07:12:22",closed,,"Sidewalk & Curb Complaints","White Ballard thingy got taken out by a car. Now makes it hardto see curb at night.  Thx","Street Department","801 S Lincoln St",Bloomington,IN,,39.15729522705078,-86.53128814697266
129825,"2012-12-03 21:50:19","2016-09-11 22:02:05","2013-05-16 13:34:44",closed,,"Sidewalk & Curb Complaints","The school crossing just south of Childs Elementary has not been re-painted since they did the roadwork. Please have someone look into this before a child gets hurt.  Thank you.","Street Department",,Bloomington,IN,,,
130093,"2012-12-30 14:04:37","2016-09-11 22:02:05","2014-08-13 15:19:31",closed,,"Sidewalk & Curb Complaints","Sidewalk in disrepair",,"455-499 N Grant St",Bloomington,IN,,39.17016220092773,-86.52978515625000
