ticket_id,enteredDate,lastModified,closedDate,status,contactMethod,category,description,department,location,city,state,zip,latitude,longitude
161357,"2017-09-29 11:48:58","2017-10-03 11:39:12","2017-10-03 11:39:12",closed,Other,"Blocked Sidewalk","Firestone always has cars parked on the sidewalk along walnut st. They've actually painted blue parking stripes on the sidewalk.","Parking Enforcement",,Bloomington,IN,,39.16491317749023,-86.53354644775390
161405,"2017-10-03 16:51:33","2017-10-19 16:19:43","2017-10-19 16:19:43",closed,Other,"Blocked Sidewalk","N. Walnut approaching 17th. (10/2/17) Sidewalk blocked by multiple large trash cans. Forces wheelchair in either direction into one way bike lane.","Planning and Transportation",,Bloomington,IN,,,
161407,"2017-10-03 16:59:38","2017-10-05 09:48:10","2017-10-05 09:48:10",closed,Other,"Blocked Sidewalk","E 2nd street at CVS/Goodwill. Damaged siderail blocking sidewalk.","Street Department",,Bloomington,IN,,,
161408,"2017-10-03 17:00:56","2018-02-08 11:00:09","2018-02-08 11:00:09",closed,Other,"Blocked Sidewalk","E 3rd at Orange Leaf yoghurt shop. Overgrown hedge blocking sidewalk.","Planning and Transportation",,Bloomington,IN,,,
161471,"2017-10-06 14:34:09","2017-10-10 11:17:26","2017-10-10 11:17:26",closed,Other,"Blocked Sidewalk","Gravel covering sidewalk on 17th looking West toward College is a safety/navigation hazard for  power chair users. The photo was taken just below the alleyway behind Square Donuts.",,,Bloomington,IN,,,
161489,"2017-10-10 16:52:30","2017-11-21 14:23:32","2017-11-21 14:23:32",closed,Other,"Blocked Sidewalk","This curb is at the alleyway S of 1818 Apparel Co. on N College. It, and the next 5-6 sidewalk slabs South, represent the last obstacles to power wheelchairs using the sidewalk from Square Donuts to CVS. This trip has become increasingly important for me since my Rx's were transferred as part of the Marsh shutdown on N Kinser.","Street Department",,Bloomington,IN,,,
161541,"2017-10-12 12:43:05","2017-10-18 09:40:25","2017-10-18 09:40:25",closed,Other,"Blocked Sidewalk","Residents at 2526 S Rogers St Bloomington, In 47403 have at least 2 of their 4+ cars and trucks consistently parked fully on the sidewalk that borders their property on Ralston. They're essentially using this sidewalk as a parking lot / repair area for their vehicles. This is not a temporary occurrence but something that is observed on a daily basis for many months.","Parking Enforcement","2526 S Rogers ST",Bloomington,IN,47403,39.13853454589844,-86.53880310058594
161556,"2017-10-13 18:55:17","2018-05-11 16:01:14","2018-05-11 16:01:14",closed,Other,"Blocked Sidewalk","Sidewalk on Twin Oaks RDG is blocked by a pin oak tree.  The tree needs to be trimmed.  Sidewalk near same intersection W Pine Meadows is blocked by a large bush.  Children walking to Summit Elementary school are forced to walk in the street.","Planning and Transportation","1132-1144 West Twin Oaks Ridge",Bloomington,IN,,39.13970184326172,-86.55027770996094
161571,"2017-10-16 11:52:56","2019-07-25 12:50:39",,open,Other,"Blocked Sidewalk","Fallen tree
- Rogers, east of High Street 
-North side of street  
-East of the Jackson Creek creek","Parks and Recreation",,Bloomington,IN,,,
161579,"2017-10-16 14:32:25","2017-10-17 08:48:34","2017-10-17 08:48:34",closed,Other,"Blocked Sidewalk","I keep pointing out blocked sidewalks just north of downtown ice cream shops, and the city  keeps not fixing them.  It's a question of priorities i guess but i don't think the lube shop deserves to impinge on a sidewalk which is so vital to so many other businesses.  What do you have against the chocolate moose??","Parking Enforcement",,Bloomington,IN,,39.16472244262695,-86.53350067138672
161590,"2017-10-17 10:52:43","2017-10-17 10:53:39","2017-10-17 10:53:39",closed,Other,"Blocked Sidewalk","Cars parked on the sidewalk outside Firestone Auto.","Planning and Transportation","101-199 East 3rd Street",Bloomington,IN,,39.16473388671875,-86.53351593017578
161595,"2017-10-17 16:32:14","2017-10-18 07:38:05","2017-10-18 07:38:05",closed,Other,"Blocked Sidewalk","My neighbors have put a pop-up tent across the sidewalk. They've tied it to the light pole. It's been there for two days.",,"612–622 W Smith Ave",Bloomington,IN,,39.16286468505859,-86.54090118408203
161596,"2017-10-17 16:43:28","2017-10-30 12:54:40","2017-10-30 12:54:39",closed,Other,"Blocked Sidewalk","I just reported this, but the app wouldn't allow me to edit. The tent is actually tied to the fire hydrant.",,"351–499 S Fairview St",Bloomington,IN,,39.16279983520508,-86.54091644287110
161640,"2017-10-23 22:06:21","2017-10-24 07:49:13",,open,Other,"Blocked Sidewalk","Overgrown sidewalk","Planning and Transportation","1139 W Pine Meadows DR",Bloomington,IN,47403,39.13951492309570,-86.54984283447266
161707,"2017-10-30 13:13:45","2017-11-08 15:39:42","2017-11-08 15:39:42",closed,Other,"Blocked Sidewalk","The sidewalk on Moores Pk. between Bittnerwoods and Shadow Creek has a section that is impassable due to the grown of plants hanging over a dilapidated fence.  It will only become more dangerous as wet and icy weather approach.","Planning and Transportation",,Bloomington,IN,,,
161716,"2017-11-01 13:44:24","2017-11-01 13:58:05","2017-11-01 13:58:05",closed,Other,"Blocked Sidewalk","Blue Volkswagen frequently on walk","Parking Enforcement","500 N Prow AVE",Bloomington,IN,47408,39.17067718505859,-86.52890014648438
161781,"2017-11-08 16:42:57","2017-11-09 10:43:24","2017-11-09 10:43:24",closed,Other,"Blocked Sidewalk","Collapsed walk blocking my power wheelchair completely at corner of N Walnut and (name?)  S of the Hampton Inn. Required me to reverse, go back to the previous cut and run N in the 40mph motorway. Very hazardous condition for me, any unsafe for everybody.","Street Department",,Bloomington,IN,,,
161817,"2017-11-14 17:25:39","2018-06-18 12:52:54","2018-06-18 12:52:54",closed,Other,"Blocked Sidewalk","404 s. Fess dumpster obstructs sidewalk","Planning and Transportation",,Bloomington,IN,,39.16283416748047,-86.52606201171875
161842,"2017-11-17 14:20:25","2017-11-17 16:16:00","2017-11-17 16:16:00",closed,Other,"Blocked Sidewalk","The Firestone is still blocking the sidewalk.","Parking Enforcement",,Bloomington,IN,,39.16483306884766,-86.53350067138672
161843,"2017-11-17 14:26:43","2017-11-17 16:16:30","2017-11-17 16:16:30",closed,Other,"Blocked Sidewalk","Since i know you won't do anything about it, please indicate where the fucking sidewalk is supposed to be in this photo. It is like this every. Single. Time that i come by here during business hours","Parking Enforcement",,Bloomington,IN,,39.16477966308594,-86.53347778320312
161910,"2017-11-30 09:58:34","2017-11-30 10:18:51","2017-11-30 10:18:51",closed,Other,"Blocked Sidewalk","Contractor vehicles have been parking on the sidewalk in this location for several days now....please ticket","Parking Enforcement","501-511 South Euclid Avenue",Bloomington,IN,,39.16231536865234,-86.54335784912110
161930,"2017-12-02 10:08:10","2017-12-04 14:56:36","2017-12-04 14:56:36",closed,Other,"Blocked Sidewalk","There is no cut out to help those in wheel chairs. This should be an accessible sidewalk.","Street Department",,Bloomington,IN,,,
161943,"2017-12-04 19:55:32","2018-05-11 16:05:35","2018-05-11 16:05:35",closed,Other,"Blocked Sidewalk","There is a tree that has fallen down and part of it is sticking out onto the sidewalk","Planning and Transportation","1124 W 6th ST",Bloomington,IN,47404,39.16776657104492,-86.54792022705078
161948,"2017-12-05 10:26:05","2017-12-05 11:39:43","2017-12-05 11:39:43",closed,Other,"Blocked Sidewalk","I'm not sure which service to report this under, but Deer Park Management has not been sufficiently taking care of leaf removal at The Boulders apartment complex.  They hired a contractor, who just blew the leaves onto the curb/street/sidewalk, leaving some of the sidewalks covered in leaves (slippery when wet), and blocking storm drains in the street.  I also noticed on the leaf pickup map that our neighborhood was marked as complete, but if you were to drive through, you would see that this isn't the case (S. Weatherstone Lane).","Street Department",,Bloomington,IN,,,
162250,"2018-01-09 12:52:49","2018-01-09 13:21:15","2018-01-09 13:21:15",closed,Other,"Blocked Sidewalk","Two SUVs parked on sidewalk","Parking Enforcement","402-498 South Euclid Avenue",Bloomington,IN,,39.16268539428711,-86.54338836669922
162364,"2018-01-21 11:37:35","2019-07-29 17:08:44","2019-07-29 17:08:44",closed,Other,"Blocked Sidewalk","The walking/bike trail opposite the Ferguson Dog Park was NOT cleared of snow and we just observed a person pushing, with great difficulty, another person in a wheelchair on this snow/slush covered walk. Shouldn’t the City clear it’s walks just as it expects homeowners to do?","Parks and Recreation","3900-3978 North Old State Road 37",Bloomington,IN,,39.20724868774414,-86.53054046630860
162381,"2018-01-22 21:23:04","2018-02-09 09:29:23","2018-02-09 09:29:23",closed,Other,"Blocked Sidewalk","Trampoline blocking sidewalk",HAND,"904 S Larkspur LN",Bloomington,IN,47403,39.15674972534180,-86.54767608642578
163047,"2018-02-12 13:37:49","2018-02-12 17:17:09","2018-02-12 17:17:09",closed,Other,"Blocked Sidewalk","Sidewalk detour for construction on south side of Kirkwood between lincoln&washington is obstructed by concrere-pumping crane.","Planning and Transportation",,Bloomington,IN,,39.16651916503906,-86.53144836425781
163249,"2018-02-21 11:01:27","2018-04-16 06:33:33","2018-04-16 06:33:33",closed,Other,"Blocked Sidewalk","on walnut, between 3rd st and 4th st, in front of a law office (after firestone), there's a sunken-in sidewalk panel that floods when it rains, so then i have to walk around it in the mud. i have noticed this before, but this is the 1st time i am reporting it.","Street Department",,Bloomington,IN,,,
163273,"2018-02-22 15:59:42","2018-02-23 10:37:15","2018-02-23 10:37:15",closed,Other,"Blocked Sidewalk","construction detour on Kirkwood blocked again by cement truck","Planning and Transportation",,Bloomington,IN,,39.16658401489258,-86.53166198730469
163304,"2018-02-25 15:20:02","2018-11-20 10:14:23","2018-11-20 10:14:23",closed,Other,"Blocked Sidewalk","Occasionally, I find a vehicle parked on the bicycle/pedestrian path that leads from Countryside Lane to the apartment complex behind the houses on Countryside Lane and Adams Circle.  I often walk or cycle in this neighborhood and find it difficult to navigate the improperly parked vehicle, which usually blocks the cross sidewalk as well.

Would it be possible to install a couple of posts to discourage parking on the path?  I'm not looking to get anyone ticketed, but a good number of drivers seem to be conveniently ignorant of the rules here.

Thank you, Nick.","Parking Enforcement","1269 W Countryside Ln, Bloomington, Indiana, 47403",,,,,
163920,"2018-04-05 09:58:03","2018-06-29 11:17:54","2018-06-29 11:17:54",closed,Other,"Blocked Sidewalk","Sidewalk at 411 S Lincoln is covered in a layer of gravel.","Planning and Transportation",,Bloomington,IN,,,
164341,"2018-05-08 17:52:42","2018-05-14 15:59:33",,open,Other,"Blocked Sidewalk","918 East first st. Sidewalk on Woodlawn side obstructed by fence and vegetation","Planning and Transportation",,Bloomington,IN,,39.15927505493164,-86.52274322509766
164478,"2018-05-19 13:29:11","2018-05-23 16:55:02",,open,Other,"Blocked Sidewalk","Pedestrian bridge on E Second near Anita has overgrowing branches. Need a trim.","Planning and Transportation",,Bloomington,IN,,,
164532,"2018-05-23 15:59:01","2018-05-23 15:59:42",,open,Other,"Blocked Sidewalk","Sidewalk is blocked from both sides - by a tree on the street side of the sidewalk and a bush on the other side.","Planning and Transportation","1202 S Henderson ST",Bloomington,IN,47401,39.15253067016602,-86.52704620361328
164540,"2018-05-24 11:50:39","2018-05-31 11:45:23","2018-05-31 11:45:23",closed,Other,"Blocked Sidewalk","It is 3 days past trash pick up, and the sidewalks along South Lincoln street are still obstructed by numerous trash bins. See the section between 3rd and 1st street.",HAND,,Bloomington,IN,,,
164621,"2018-05-31 21:58:41","2019-07-16 14:47:02","2018-06-04 09:13:26",closed,Other,"Blocked Sidewalk","Hello - as of 9:30 PM on May 31st, there's a very large tree limb that appears to have come down during today's storm that is completely covering the sidewalk and some of the street at the corner of Hillside and Palmer.  I tried to move it but it's too large for one person. Thanks!","Street Department","1422 S Palmer AVE",Bloomington,IN,47401,39.15060043334961,-86.52949523925781
164671,"2018-06-04 17:11:32","2018-06-05 08:09:08",,open,Other,"Blocked Sidewalk","1017 E. First. Yew and Vines obstruct sidewalk at front walkway","Planning and Transportation",,Bloomington,IN,,39.15939331054688,-86.52197265625000
164697,"2018-06-06 10:29:40","2019-07-25 13:48:25",,open,Other,"Blocked Sidewalk","Multiuse Path/Sidewalk covered with low hanging branches and berries all over the path. South of Railroad tracks, north of Eastgate Lane, on west side of 46. Difficult and messy for pedestrians and especially cyclists.","Parks and Recreation","State Road 46",Bloomington,IN,,39.17052078247070,-86.50188446044922
164731,"2018-06-09 12:37:33","2018-06-14 12:44:29","2018-06-14 12:44:29",closed,Other,"Blocked Sidewalk","Trailer parked on sidewalk. This house has been parking various things on their sidewalk for months I just always forget to report since the mobile version doesn't work anymore.","Planning and Transportation","328-336 South Euclid Avenue",Bloomington,IN,,39.16336822509766,-86.54338073730469
164732,"2018-06-09 12:39:10","2018-06-11 08:33:57",,open,Other,"Blocked Sidewalk","overgrowth. hard to tell from the sunlight in the photo but the scratchy plant goes from one end to the other, can't really walk through if you're in shorts.","Planning and Transportation","314-322 South Fairview Street",Bloomington,IN,,39.16382217407227,-86.54099273681640
164766,"2018-06-12 10:03:58","2018-06-12 12:46:19","2018-06-12 12:46:19",closed,Other,"Blocked Sidewalk","There is some sort of storm drain cover between 718 and 706 University that flips over if you step on it. I was walking down the sidewalk on the north side of the street and had to walk on the grass to avoid low hanging trees (that really need to be trimmed). I stepped on the cover and it flipped and I fell into it up to my knee, causing several serious scrapes on my leg. It is very dangerous! I was hurt so I didn't take note of the exact address, but it's on the patch of grass between the sidewalk and the street, and the low-hanging trees make it impossible to walk down the sidewalk - more people are going to fall in it. Please fix it so it doesn't flip - it was a very scary and painful experience!","Utilities T & D",,Bloomington,IN,,,
164847,"2018-06-16 14:39:23","2018-06-18 08:04:29",,open,Other,"Blocked Sidewalk","A private limestone retaining wall has fallen on to a public sidewalk on Euclid street between west 2nd street and Howe street. The sidewalk is blocked and is a safety hazard. Someone could trip over the pile of stone and possibly file a lawsuit against the city. Also, the fallen wall has been there since January. Thanks, Chris.","Planning and Transportation",,Bloomington,IN,,,
164864,"2018-06-18 17:30:31","2018-06-19 14:13:33","2018-06-19 14:13:33",closed,Other,"Blocked Sidewalk","Tree branches blocking sidewalk on walk to work. 305 S. Rogers St.","Street Department","316 S Rogers ST",Bloomington,IN,47403,39.16404724121094,-86.53881072998047
164924,"2018-06-22 10:30:15","2019-08-06 14:52:48","2019-08-06 14:52:48",closed,Other,"Blocked Sidewalk","A fallen smallish tree is blocking the pedestrian/bike trail (Polly Grimshaw trail) just east of Pete Ellis Drive and parallel to the railroad track. See photo attached.","Parks and Recreation","310 North Pete Ellis Drive",Bloomington,IN,,39.16946411132812,-86.49573516845703
164930,"2018-06-22 18:08:31","2018-06-25 09:49:27","2018-06-25 09:49:27",closed,Other,"Blocked Sidewalk","This house had a tree blow over in a storm last week. The tree that blew over is blocking the public city sidewalk forcing me to walk in the street. Regardless of who does or does not own this property, this needs to be addressed as it is not only unsafe, but it also makes our neighborhood look bad.","Street Department","1633 S Pinestone CT",Bloomington,IN,47401,39.14896392822266,-86.52613830566406
164998,"2018-06-28 13:58:32","2018-06-29 11:55:20","2018-06-29 11:55:20",closed,Other,"Blocked Sidewalk","Since this building is no longer a garage, it seems that a full curb should be installed to prevent people from pulling up on the sidewalk.  

There are constantly cars parked on the sidewalk here (several feet in past the yellow painted curb (which is flattened because it used to be a garage). I asked the tenants to stop, and then today a dumpster showed up  on the sidewalk.  This is the North side of the ""FAR"" gallery building at fourth and rogers. 


Obviously this is frustrating to me but it's probably pretty annoying for the kid in a wheelchair who i see going back and forth to school and having to cross the street to get around.","Planning and Transportation","505 W 4th ST",Bloomington,IN,,39.16559982299805,-86.53903961181640
165016,"2018-07-02 13:00:23","2019-12-24 15:03:47","2019-12-24 15:03:47",closed,Other,"Blocked Sidewalk","2 hour parking and handicap parking blocked in north showers lot as well as handicap ramp. No city signs saying that parking and ramp would be unavailable. The ramp is completely blocked by a machine that is not in use. Workers reply was ""Oh well""","Legal Department","489 W 10th ST",Bloomington,IN,47404,39.17100143432617,-86.53684997558594
165053,"2018-07-05 11:41:15","2018-07-05 11:42:10",,open,Other,"Blocked Sidewalk","trees are overgrown blocking the sidewalk leading into Mills Pool","Planning and Transportation",,Bloomington,IN,,,
165070,"2018-07-06 13:31:14","2018-07-09 08:14:11",,open,Other,"Blocked Sidewalk","Vegetation overgrowth and fallen limbs block sidewalk. North side of 9th between Fairview and Jackson. Also east side of Jackson between 9th and 8th.","Planning and Transportation","601 West 9th Street",Bloomington,IN,,39.17047119140625,-86.54005432128906
165118,"2018-07-11 16:13:45","2018-07-12 08:18:39",,open,Other,"Blocked Sidewalk","There are 3 locations along the north side of 10th st between Walnut and Dunn where vegetation is overhanging the sidewalk and making it hard to use the sidewalk.","Planning and Transportation",,Bloomington,IN,,,
165192,"2018-07-18 10:39:34","2018-07-26 13:47:10","2018-07-26 13:47:10",closed,Other,"Blocked Sidewalk","In the parking lot on the north side of the Showers building there are trucks blocking the handicap parking spaces and ramp as well as most of the 2 hour spots. There are no city signs warning people that the spots are closed.  A handicapped visitor with a wheelchair is unable to park unless they park in a red lot space and risk getting a ticket but even if they do park there, they can't access the building since the ramp is blocked.","Parking Enforcement",,Bloomington,IN,,,
165250,"2018-07-23 14:35:19","2018-07-23 14:36:32",,open,Other,"Blocked Sidewalk","There is a significant amount of vegetation encroaching into the sidewalk along the northeast corner of the High Street roundabout. We use this sidewalk to connect from our Sycamore Knolls neighborhood over to the Jackson Creek trail, and it has become extremely difficult for our young kids to navigate this on their bikes. Can this please be trimmed back?","Planning and Transportation","1101 East Rogers Road",Bloomington,IN,,39.13647842407227,-86.50801086425781
165284,"2018-07-26 08:45:48","2018-08-09 16:46:03","2018-08-09 16:46:03",closed,Other,"Blocked Sidewalk","Sidewalk at 3rd and Patterson intersection (near Patterson Pointe development) is blocked and unusable by pedestrians.  There is no cautionary warning or protection for unwitting pedestrians much less for the wheelchair or blind users of this public sidewalk.","Planning and Transportation",,Bloomington,IN,,,
165285,"2018-07-26 08:47:45","2018-08-09 16:47:21","2018-08-09 16:47:21",closed,Other,"Blocked Sidewalk","Not nearly as dangerous if you are not visually impaired but I first encountered this last Wednesday. The other was there on Tuesday if not before.","Planning and Transportation",,Bloomington,IN,,,
165286,"2018-07-26 08:49:24","2018-08-09 16:47:34","2018-08-09 16:47:34",closed,Other,"Blocked Sidewalk","Blocked sidewalk.  Ok it’s been a week since I had to hop off my bike going west on 3rd across from the Red Cross. I realize it’s not a priority for them. They are focused on the hideous mixed use apartment construction but this is a public walkway.","Planning and Transportation",,Bloomington,IN,,,
165304,"2018-07-27 08:39:43","2018-07-27 08:44:41",,open,Other,"Blocked Sidewalk","Just west of Hunter ave and Jordan ave the southside sidewalk is blocked due to overgrowth.","Planning and Transportation",,Bloomington,IN,,39.16221237182617,-86.51654052734375
165308,"2018-07-27 10:09:28","2018-07-30 08:30:13","2018-07-30 08:30:13",closed,Other,"Blocked Sidewalk","The sidewalk along High Street just south of Hillside has been closed on both the east and west side of High Street, with no consideration for pedestrian traffic. Couldn't some consideration been given to pedestrians here?","Planning and Transportation","1651 South High Street",Bloomington,IN,,39.15036010742188,-86.50839996337890
165334,"2018-07-30 18:07:28","2018-07-31 08:10:44",,open,Other,"Blocked Sidewalk","1017 East First shrubs block sidewalk","Planning and Transportation",,Bloomington,IN,,39.15935897827148,-86.52198028564453
165350,"2018-08-01 16:18:17","2018-08-15 15:44:57","2018-08-15 15:44:57",closed,Other,"Blocked Sidewalk","Four city issued trash and recycling containers belonging to 802 W 7th still on sidewalk 24 hours after trash/recycling pickup. Blocking sidewalk on Maple Street at W 7th.",HAND,"802 W 7th ST",Bloomington,IN,47404,39.16878128051758,-86.54234313964844
165430,"2018-08-08 09:52:47","2018-08-09 12:05:24",,open,Other,"Blocked Sidewalk","The sidewalk just north of 411 North Lincoln is becoming overrun with vegetation and difficult to pass.","Planning and Transportation",,Bloomington,IN,,,
165436,"2018-08-09 08:39:56","2018-08-09 11:59:34","2018-08-09 11:59:34",closed,Other,"Blocked Sidewalk","Red car blocking sidewalk","Parking Enforcement","517 West Howe Street",Bloomington,IN,,39.16233825683594,-86.53952789306640
165437,"2018-08-09 08:41:17","2018-08-09 12:00:33","2018-08-09 12:00:33",closed,Other,"Blocked Sidewalk","Dark car parked on west side of street on sidewalk","Parking Enforcement","318 S Euclid AVE",Bloomington,IN,47403,39.16382980346680,-86.54339599609375
165468,"2018-08-12 15:15:54","2018-08-14 15:46:42","2018-08-14 15:46:42",closed,Other,"Blocked Sidewalk","Overgrowth blocks street sign at 12th and Washington.","Street Department","808 N Washington ST",Bloomington,IN,47408,39.17383575439453,-86.53206634521484
165526,"2018-08-16 09:43:17","2018-08-20 16:24:50","2018-08-20 16:24:50",closed,Other,"Blocked Sidewalk","It has been 3 days since trash collection (monday), and the 547 s lincoln still has their trash and recycling carts out blocking the sidewalk.",HAND,,Bloomington,IN,,,
165531,"2018-08-16 12:13:09","2018-08-20 09:49:18","2018-08-20 09:49:18",closed,Other,"Blocked Sidewalk","red pickup parked on lawn and partially blocking sidewalk. grant street just south of 6th.","Parking Enforcement",,Bloomington,IN,,,
165556,"2018-08-19 12:39:09","2018-08-20 08:14:13",,open,Other,"Blocked Sidewalk","Sidewalk completely blocked by overgrown yard","Planning and Transportation","1630 S Greystone CT",Bloomington,IN,47401,39.14905548095703,-86.52495574951172
165566,"2018-08-20 12:59:13","2018-08-22 11:39:29","2018-08-22 11:39:29",closed,Other,"Blocked Sidewalk","409 s jordan items left in sidewalk for weeks",HAND,,Bloomington,IN,,39.16268920898438,-86.51639556884766
165623,"2018-08-22 14:49:37","2018-08-27 09:56:06",,open,Other,"Blocked Sidewalk","Have or 'find' myself with little or no clue who to ask or contact concerning the well overgrown 'sticks' or plants currently limiting or restricting passage 'through' the woods, separating Barrington Place from 'neighbor', WOODBRIDGE III.  A bit, or ""straight"" across from the BELL TRACE pond (e 10th St).","Planning and Transportation",,Bloomington,IN,,,
165671,"2018-08-27 08:34:01","2018-09-10 13:22:42","2018-09-10 13:22:42",closed,Other,"Blocked Sidewalk","Trucks and equipment are always blocking this sidewalk. For over the past year and still daily. Some trucks are also parked illegally and are too far out into the street. This needs to stop, it's been going on way too long. And the workers don't seem to care about the residents. I saw a blue truck turn and block the road and start backing up in front of a older man riding his bicycle, and the man was clearing visible, and had to come to a quick stop, even though he had the right of way.","Planning and Transportation","501 West 4th Street",Bloomington,IN,,39.16556167602539,-86.53893280029297
165673,"2018-08-27 11:20:48","2018-08-28 09:07:01","2018-08-28 09:07:01",closed,Other,"Blocked Sidewalk","Black truck parked on in handicapped spot and on sidewalk blocking handicap ramp .no one wants to say anything to occupant because he's a parking enforcement officer. But the sidewalk and ramped are blocked .","Parking Enforcement","501 N Morton ST",Bloomington,IN,47404,39.17066574096680,-86.53649902343750
165767,"2018-09-01 16:41:25","2018-09-13 10:06:23","2018-09-13 10:06:23",closed,Other,"Blocked Sidewalk","Open trashcans and trash left permanently on City property (Habitat St.) Mosquito breeding site and vermin spread trash over street and nearby property.",HAND,"1417 W Habitat ST",Bloomington,IN,47404,39.16894149780273,-86.55151367187500
165768,"2018-09-01 16:43:28","2019-09-04 12:06:00","2019-09-04 12:06:00",closed,Other,"Blocked Sidewalk","Dish mounted permanently on City property.","Planning and Transportation","1417 W Habitat ST",Bloomington,IN,47404,39.16889572143555,-86.55152893066406
165828,"2018-09-06 12:43:02","2018-09-06 15:37:43",,open,Other,"Blocked Sidewalk","bush growth blocking sidewalk","Planning and Transportation","1212 South Lincoln Street",Bloomington,IN,,39.15257263183594,-86.53141784667969
165829,"2018-09-06 12:45:03","2018-09-06 15:37:26",,open,Other,"Blocked Sidewalk","bush growth blocking sidewalk at 3 locations on North sidewalk of Grimes, between Lincoln and Walnut.","Planning and Transportation","201 East Grimes Lane",Bloomington,IN,,39.15339279174805,-86.53215789794922
165916,"2018-09-13 10:12:54","2018-09-13 14:30:58","2018-09-13 14:30:58",closed,Other,"Blocked Sidewalk","There is a Bird Scooter partially blocking the sidewalk in front of the PACE bicycle share rack directly across from Bloomington Bagel Company on Dunn Avenue.","Economic Development","113 N Dunn ST",Bloomington,IN,47408,39.16712188720703,-86.52820587158203
165936,"2018-09-16 12:57:13","2018-09-17 08:43:26",,open,Other,"Blocked Sidewalk","Trees encroaching sidewalk at Plymouth and Wembley. Please have owner trim.","Planning and Transportation",,Bloomington,IN,,,
166059,"2018-09-28 13:01:34","2018-10-01 07:45:02","2018-10-01 07:45:01",closed,Other,"Blocked Sidewalk","White Cadillac SUV blocking sidewalk on Washington between 6th and Kirkwood","Parking Enforcement","115 N Washington ST",Bloomington,IN,47408,39.16707992553711,-86.53235626220703
166061,"2018-09-28 15:03:41","2018-10-01 09:03:15","2018-10-01 09:03:15",closed,Other,"Blocked Sidewalk","Pickup truck with boat blocking sidewalk on east side of Rogers between 2nd and 3rd","Parking Enforcement","343 S Rogers ST",Bloomington,IN,47403,39.16344070434570,-86.53845214843750
166079,"2018-10-01 14:31:53","2018-10-03 07:04:21","2018-10-03 07:04:21",closed,Other,"Blocked Sidewalk","Hello,

I am writing to make a complaint about the scooters that have appeared over the last few weeks from both Bird and Lime. This past Saturday, multiple scooters from both companies were simply abandoned in Bryan Park, some of which were blocking the sidewalks and paths through the park, some of which were leaning against trees and benches, all of which were eyesores in an otherwise lovely park. At one point in the afternoon, six or so Lime scooters were dropped off on the sidewalk by the Henderson St. lower parking lot by folks from Enterprise Rental, on the sidewalk, where people walk, run, etc.

In Bloomington, we are fortunate to have bike racks everywhere. Would it be possible to require that users and companies place the scooters at bike rack locations? By simply allowing them to be left wherever, users are leaving them around without regard to others. 

This is also a bit of an issue with the Pace bikes. A few weeks ago, one was left leaning on the stop sign at Henderson and Davis, when there is a bike rack just a block away in the park. 

Thank you for taking steps to regulate these companies in a manner that benefits everyone.

Karen Keagle","Economic Development","1101 S Henderson ST",Bloomington,IN,47401,39.15455245971680,-86.52667999267578
166102,"2018-10-03 13:35:30","2018-10-06 09:08:11","2018-10-06 09:08:11",closed,Other,"Blocked Sidewalk","What is the deal with these electric scooters everywhere??  I realize they are fun and also help students (or, mostly students I have seen) get around, but they are literally LITTERING the streets.  In one block on my walk to work, there were five scooters parked.  I rode my bike to work this afternoon and there were five scooters parked in front of the Indiana Ave. Starbucks, and I had to move two of them to use the bike rack because they were completely blocking the rack. I have seen them abandoned everywhere, including on the trail around Bryan Park.  Is the business to put them out going around to collect them at any point?  If so, how often are they collecting them?  Does the city have rules on these things?  Are we supposed to share sidewalks with electric scooters?  I am all for alternative transportation, and love the PACE bike program, but these scooters seem to be out of control.","Economic Development","320 W 8th ST",Bloomington,IN,47404,39.16992568969727,-86.53680419921875
166114,"2018-10-04 09:57:40","2018-10-04 10:08:48",,open,Other,"Blocked Sidewalk","Large pile of sticks and branches has been blocking the sidewalk for several weeks.","Planning and Transportation","526 N Grant ST",Bloomington,IN,47408,39.17142105102539,-86.52964019775390
166115,"2018-10-04 12:00:21","2018-10-04 18:09:11","2018-10-04 18:09:11",closed,Other,"Blocked Sidewalk","Lime scooter parked on sidewalk on Washington east side near 2nd  11:45 am","Economic Development",,Bloomington,IN,,,
166131,"2018-10-05 13:29:50","2019-01-18 15:11:19","2019-01-18 15:11:19",closed,Other,"Blocked Sidewalk","Please keep ""scooters"" off the sidewalks.","Economic Development",,Bloomington,IN,,,
166132,"2018-10-05 13:33:55","2019-07-02 09:51:41","2019-03-06 08:58:09",closed,"Phone Call","Blocked Sidewalk","The shrubs in front of the house grow too large each year and block the sidewalk. The complainant walks here frequently. He is forced to either brush up against the shrubs or walk in the grass which is often muddy.","Planning and Transportation","1006 N Monroe ST",Bloomington,IN,47404,39.17529678344727,-86.54694366455078
166181,"2018-10-09 17:11:59","2019-02-12 11:50:34","2019-02-12 11:50:34",closed,Other,"Blocked Sidewalk","4404 weymouth Lane. Foliage needs trimmed back from sidewalk.","Planning and Transportation",,Bloomington,IN,,,
