ticket_id,category,description,department,location,city,state,zip,latitude,longitude,sent_iment
156552,Blocked Sidewalk,"not as much junk, but still blocking sidewalk, and who wants to buy this ""yard sale"" stuff that's left out in all weather",Planning and Transportation,,Bloomington,IN,,39.1390266418457,-86.54579162597656,NEGATIVE
156553,Blocked Sidewalk,"not as much junk, but still blocking sidewalk, and who wants to buy this ""yard sale"" stuff that's left out in all weather",Planning and Transportation,,Bloomington,IN,,39.1390266418457,-86.54579162597656,NEGATIVE
156554,Blocked Sidewalk,"not as much junk, but still blocking sidewalk, and who wants to buy this ""yard sale"" stuff that's left out in all weather",Planning and Transportation,,Bloomington,IN,,39.13908767700195,-86.54590606689453,NEGATIVE
156754,Blocked Sidewalk,Sidewalk E of Skyline Dr on N Kinser Pk is overgrown (photo) and one section is sunken down over storm drain running across Kinser further East of the photo. This makes safely navigating this sidewalk in my power wheel very difficult.,Street Department,,Bloomington,IN,,,,NEGATIVE
156837,Blocked Sidewalk,"I tried and tried to get the ""location"" to 2238 S Sweetbriar circle, but it kept saying 2227, not 2238. Anyway, the locust trees in the tree plot in front of my house have limbs growing toward the ground. I have to practically get on my knees when mowing to get under one of them. Many of the trees in this addition have limbs very low to the ground, sidewalks, streets, or peoples' yards and need some trimming.",Planning and Transportation,2227 S Sweetbriar CIR,Bloomington,IN,47401.0,39.141075134277344,-86.52618408203125,NEGATIVE
156883,Blocked Sidewalk,Construction on East side of Morton walk-around has no provision for wheelchairs forcing me to roll in the motorway risking collision with passing/overtaking motorists.,Planning and Transportation,,Bloomington,IN,,,,NEGATIVE
156884,Blocked Sidewalk,Sidewalk in front of 2621 N Kinser Pk is overgrown with ground cover and is covered in dead pine needles forcing power chair operation close to curb of motorway. Very unsafe.,,,Bloomington,IN,,,,NEGATIVE
156885,Blocked Sidewalk,Gravel driveway at 2721 N Kinser Pike covering sidewalk make for difficult going in my power chair.,,,Bloomington,IN,,,,NEUTRAL
157065,Blocked Sidewalk,Abandoned construction signs in sidewalk near 17th&monroe&arlington roundabout,Planning and Transportation,1136 W 17th ST,Bloomington,IN,47404.0,39.17913436889648,-86.54745483398438,NEUTRAL
157265,Blocked Sidewalk,large tree limb fallen on sidewalk and street,Street Department,317-319 South Jordan Avenue,Bloomington,IN,,39.16373825073242,-86.51638793945312,NEGATIVE
157308,Blocked Sidewalk,"There was a private tree cutting crew redirecting traffic until after 9:0 last night, and they left this massive tree blocking the sidewalk. It is making it unsafe for kids to walk to Harmony School.",Planning and Transportation,903 E 2nd ST,Bloomington,IN,47401.0,39.16114807128906,-86.5223388671875,NEGATIVE
157386,Blocked Sidewalk,partially felled tree (and unchecked planting) is taking up half the sidewalk in front of 620 S. Park Ave,,,Bloomington,IN,,,,NEUTRAL
157748,Blocked Sidewalk,Sidewalk impassible in front of old water treatment plant on S Walnut across from Royal (west side of street.,Street Department,300 W Gordon PIKE,Bloomington,IN,47403.0,39.12762451171875,-86.53146362304688,NEUTRAL
157785,Blocked Sidewalk,A tree has fallen over a fence and is blocking the sidewalk. Sare Road close to Cathcart Street.,Street Department,2672-2676 E Cathcart St,Bloomington,IN,,39.14847946166992,-86.49937438964844,NEUTRAL
157807,Blocked Sidewalk,"Large garbage containers regularly stored on sidewalk 24/7, blocking pedestrian traffic.",HAND,805 N Lincoln ST,Bloomington,IN,47408.0,39.17401885986328,-86.5312728881836,NEGATIVE
157970,Blocked Sidewalk,Corner of 11th and Maple someone is running a auto parts business out of an apartment. Name is written on the doors and window. Sidewalk has had engines on it all week blocking the entire sidewalk.,Planning and Transportation,800 W 11th ST,Bloomington,IN,47404.0,39.17330932617188,-86.54225158691406,NEUTRAL
157977,Blocked Sidewalk,"Large trash container full of garbage has been sitting on the sidewalk for two weeks, blocking pedestrian traffic.",HAND,803 N Lincoln ST,Bloomington,IN,47408.0,39.17380142211914,-86.5312271118164,NEGATIVE
158051,Blocked Sidewalk,Cars are always on the sidewalk here. The blue one has space to pull forward but the rest have to park on the sidewalk because Hoosier workwear has concrete blocks forcing cars onto sidewalk. One must walk in the street to get around. I've reported this at least three times before and nothing has ever been done.,Planning and Transportation,201–299 S Rogers St,Bloomington,IN,,39.16498565673828,-86.53861236572266,NEGATIVE
158119,Blocked Sidewalk,Can someone do something about the sidewalk parking at rogers and 4th/3rd?,Planning and Transportation,201–299 S Rogers St,Bloomington,IN,,39.16503143310547,-86.53868103027344,NEUTRAL
158186,Blocked Sidewalk,"717 N Grant. Rock has fallen from wall blocking sidewalk. Also, a moderate amount of trash in the yard. Thank you.",Planning and Transportation,700–798 N Grant St,Bloomington,IN,,39.173194885253906,-86.52973937988281,NEGATIVE
158199,Blocked Sidewalk,Old boarding house at 624 S Fess uses its backyard on University for parking. Because there are no tire stops motorists often encroach on the sidewalk when they park their cars.,Planning and Transportation,624 S Fess AVE,Bloomington,IN,47401.0,39.16047668457031,-86.52619171142578,NEUTRAL
158352,Blocked Sidewalk,Car partially on sidewalk at 223 S Maple,Parking Enforcement,,Bloomington,IN,,,,NEUTRAL
158602,Blocked Sidewalk,Car has been parked for days blocking sidewalk.,Parking Enforcement,1771 S Henderson ST,Bloomington,IN,47401.0,39.14815139770508,-86.52684783935547,NEUTRAL
158654,Blocked Sidewalk,Sign abandoned after cbu construction acouple weeks ago at 11th & college is blocking sidewalk on south side of 11th just west of college,Planning and Transportation,267 W 11th ST,Bloomington,IN,47404.0,39.17323684692383,-86.53502655029297,NEGATIVE
158721,Blocked Sidewalk,"The old Bloomington bagel co building has a construction site that has been blocking the sidewalk for weeks...i beams, concrete trucks, saw horses in front of the entrance of 420. Not even trying to keep it open.",Planning and Transportation,151-199 North Dunn Street,Bloomington,IN,,39.16720581054688,-86.52828979492188,NEGATIVE
158745,Blocked Sidewalk,"There is always a lot of gravel here. That's not good for bicycles. Can it be removed? Btw, the last time I asked INDOT about cleaning up gravel on the 45/46 multi-use path, they said I should ask the city.",,Indiana University Bloomington,Bloomington,IN,,39.186073303222656,-86.52098846435547,NEGATIVE
158753,Blocked Sidewalk,Another instance like case #158745.,,611 E Matlock RD,Bloomington,IN,47408.0,39.18642044067383,-86.52693176269531,NEGATIVE
158760,Blocked Sidewalk,This vehicle is frequently parked on the sidewalk.,Parking Enforcement,3629–3675 E Grandview Dr,Bloomington,IN,,39.1689338684082,-86.48230743408203,NEUTRAL
158827,Blocked Sidewalk,tree branches and planting are covering/impacting over half of the sidewalk in front of 620 S. Park Avenue. It's been a problem for over four months. There was a big dead dangling tree branch (which has been removed) but the rest of the tree and the ground cover has taken over the sidewalk.,,,Bloomington,IN,,,,NEGATIVE
158934,Blocked Sidewalk,This property has trees/shrubbery taking over up to 75% of the sidewalk. Yesterday I watched an elderly woman try to navigate past it and it was very difficult for her.,,114-198 East 1st Street,Bloomington,IN,,39.15932846069336,-86.53252410888672,NEGATIVE
159113,Blocked Sidewalk,"I live in Canterbury house apartments and use the Bloomington Transit to get around. My daughter (26) and myself are both disabled and have mobility limitations. I would assume that it was from last Wednesday's storms, but there is a large tree branch blocking the sidewalk along basswood between the entrance to Canterbury House Apartments and the bus stop at Forest Ridge Apartments. We had a doctor's appointment this morning and had to be at the bus stop by 7:20AM and was surprised to see such a mess blocking the sidewalk. Since my daughter would be unable step off the sidewalk with her rollater walker to avoid the section that the tree branch covers it meant we had to walk from Canterbury House Apartments entrance to the entrance to Forest Ridge on the road. This was very unsettling for both her and I because we both know how bad cars fly around the corner and how fast they speed through this section. We came in from the bus at 2:25pm today and the tree branch was still there so we took a photo to show.",Street Department,540 S Basswood DR,Bloomington,IN,47403.0,39.15814208984375,-86.57086181640625,NEUTRAL
159159,Blocked Sidewalk,"This large tree (picture attached) fell on the Jackson Creek
paved trail (located south of Creeks Edge Dr) some 
three weeks ago. I'm not sure whether this tree's
removal is the responsibility of the city? Thank you
for your kind assistance!",Parks and Recreation,Creeks Edge Path,Bloomington,IN,,39.128440856933594,-86.49816131591797,POSITIVE
159162,Blocked Sidewalk,Vegetation obstructing sidewalk,,816 E University ST,Bloomington,IN,47401.0,39.16032409667969,-86.52330017089844,NEUTRAL
159171,Blocked Sidewalk,Vegetation by driveway obstructs sidewalk,,109 E 1st ST,Bloomington,IN,47401.0,39.15939712524414,-86.5330810546875,NEUTRAL
159172,Blocked Sidewalk,Vegetation near driveway obstructed sidewalk,,114 E 1st ST,Bloomington,IN,47401.0,39.1593017578125,-86.53260803222656,NEUTRAL
159203,Blocked Sidewalk,Branches hanging over sidewalk.,,1523–1535 S Sare Rd,Bloomington,IN,,39.15028762817383,-86.4982681274414,NEUTRAL
159219,Blocked Sidewalk,They're blocking the sidewalk detour on the west side of Dunn at the bbc construction site again.,,111 N Dunn ST,Bloomington,IN,47408.0,39.16690063476562,-86.52828216552734,NEUTRAL
159230,Blocked Sidewalk,Overhanging branch and downed branch block sidewalk,Street Department,South Weatherstone Lane,Bloomington,IN,,39.15412139892578,-86.52153015136719,NEUTRAL
159233,Blocked Sidewalk,Tree branches overhanging sidewalk (~3' clearance) along North Smith at Yorktown Apartments.,,215 N Smith Rd,Bloomington,IN,,39.16681671142578,-86.48135375976562,NEUTRAL
159414,Blocked Sidewalk,Bbc building construction is still blocking west sidewalk on dunn w multiple pieces of heavy equipment and vans,,151-199 North Dunn Street,Bloomington,IN,,39.16728973388672,-86.52827453613281,NEUTRAL
159459,Blocked Sidewalk,"Thursday, the bbc construction site was not blocking the west sidewalk on dunn for the first time in weeks. Friday, they are blocking it again",Planning and Transportation,111 N Dunn ST,Bloomington,IN,47408.0,39.16688919067383,-86.52828216552734,NEGATIVE
159460,Blocked Sidewalk,"Sidewalk closed for construction with no alternative. mutcd 6d-1 ""pedestrians should be provided with safe, convenient travel path that replicates as nearly as possible the most desirable characteristics of sidewalks"". On college, the most desirable characteristic is not crossing college!!!!! This is the context where a quality detour is *more* important than in more walkable settings, but staff has mistakenly determined the exact opposite.",Planning and Transportation,201-249 West 8th Street,Bloomington,IN,,39.169471740722656,-86.53489685058594,NEGATIVE
159474,Blocked Sidewalk,Between 808 and apartment building. Vegetation obstructing sidewalk,,808 S Stull AVE,Bloomington,IN,47401.0,39.15863800048828,-86.52491760253906,NEUTRAL
159524,Blocked Sidewalk,"Crabapple tree branches have grown over and down onto the sidewalk in front of the home at 1700 E. Camby Lane. Residents are unable to walk on the sidewalk beneath / next to the tree, and must move into the roadway.",,1700 E Camby LN,Bloomington,IN,47401.0,39.135520935058594,-86.5118637084961,NEUTRAL
159526,Blocked Sidewalk,"Large shrubs along the Abby Lane side of the 1700 E. Camby Lane property are growing out into the sidewalk area. These impede the line of sight for cars exiting Camby onto Abby (right or left) and also force walkers to move into the street when walking on the east side of Abby Lane. The shrubs are so large that if walkers squeeze in to walk next to them on the sidewalk, it's uncomfortable to do so because they could easily conceal humans or wild animals and are therefore intimidating, especially during evenings and nights.",Planning and Transportation,3101-3199 South Abby Lane,Bloomington,IN,,39.13544845581055,-86.5119857788086,NEUTRAL
159527,Blocked Sidewalk,"Large shrubs along the Abby Lane side of the 1700 E. Camby Lane property are growing out into the sidewalk area. These impede the line of sight for cars exiting Camby onto Abby (right or left) and also force walkers to move into the street when walking on the east side of Abby Lane. The shrubs are so large that if walkers squeeze in to walk next to them on the sidewalk, it's uncomfortable to do so because they could easily conceal humans or wild animals and are therefore intimidating, especially during evenings and nights.",Planning and Transportation,3101-3199 South Abby Lane,Bloomington,IN,,39.13544845581055,-86.5119857788086,NEUTRAL
159596,Blocked Sidewalk,Vegetation obstructing sidewalk near driveway,Planning and Transportation,813-815 East University Street,Bloomington,IN,,39.16051483154297,-86.52326965332031,NEUTRAL
159600,Blocked Sidewalk,Overgrowth of vegetation prevents use of the sidewalk.,Planning and Transportation,1741 S Park AVE,Bloomington,IN,47401.0,39.14764022827148,-86.5242691040039,POSITIVE
159618,Blocked Sidewalk,"Lo, a giant forklift is still/again parked in sidewalk detour at bbc site",Planning and Transportation,111 N Dunn ST,Bloomington,IN,47408.0,39.16687393188477,-86.52831268310547,NEUTRAL
159634,Blocked Sidewalk,City van completely blocking sidewalk,Police Department,513 W 4th St,Bloomington,IN,,39.16559600830078,-86.53900909423828,NEUTRAL
159719,Blocked Sidewalk,tree over sidewalk,Planning and Transportation,2405-2553 East Rogers Road,Bloomington,IN,,39.136009216308594,-86.49968719482422,NEUTRAL
159740,Blocked Sidewalk,Overgrown bush in front of 408 S. High makes sidewalk unusable.,,,Bloomington,IN,,,,NEGATIVE
159747,Blocked Sidewalk,"This multi-use path has trees blocking it. I reported this last year on 6/23/2016 to Parks & Rec and I kept getting referred to different departments with the final message on 12/6/2016 saying it was up to the street department. Even so, this path is still blocked. I hope you are the correct department and can help this time.",Street Department,1099-1469 East Winslow Road,Bloomington,IN,,39.13613510131836,-86.51447296142578,NEGATIVE
159785,Blocked Sidewalk,"East Kirkwood Avenue looks like a shanty town! Homeless are blocking the street, sleeping on the sidewalk, hanging clothes from fences and putting up tents!",Police Department,,Bloomington,IN,,,,NEGATIVE
159860,Blocked Sidewalk,Vegetation blocks sidewalk,,606 S Park AVE,Bloomington,IN,47401.0,39.16110610961914,-86.52401733398438,NEUTRAL
159940,Blocked Sidewalk,Dumpster obstructs sidewalk,Planning and Transportation,400-404 South Fess Avenue,Bloomington,IN,,39.16286849975586,-86.52594757080078,NEGATIVE
159981,Blocked Sidewalk,Bush over sidewalk,,1386–1450 S College Mall Rd,Bloomington,IN,,39.15140914916992,-86.49771881103516,NEUTRAL
160006,Blocked Sidewalk,"The sidewalk on the west side of the street along Basswood Drive has multiple low hanging trees and bushes blocking the path from being used. It is particularly bad between the two Forest Ridge complexes, and can get bad on the east side of the street as well. Thank you.",,868 S Basswood DR,Bloomington,IN,47403.0,39.15666961669922,-86.57119750976562,NEUTRAL
160039,Blocked Sidewalk,"Tree limbs hanging low, blocking sidewalk.",,410-424 South Jordan Avenue,Bloomington,IN,,39.16249084472656,-86.51639556884766,NEGATIVE
160040,Blocked Sidewalk,Hobo setting off fireworks. Drinking beer. Blocking sidewalk. 6th walnut.,Police Department,200 N Walnut ST,Bloomington,IN,47408.0,39.16764450073242,-86.53346252441406,NEUTRAL
160068,Blocked Sidewalk,Bamboo has overgrown sidewalk at 1000 Wednesday 6th St.,Planning and Transportation,,Bloomington,IN,,,,NEUTRAL
160094,Blocked Sidewalk,Large city tree branch down on sidewalk and yard and rotted.,Parks and Recreation,2810 E David DR,Bloomington,IN,47401.0,39.13824844360352,-86.49580383300781,NEGATIVE
160145,Blocked Sidewalk,It is getting increasingly difficult to pass here. I've seen runners step into the street to get around it. Cyclists have to stop.,,1452–1498 S College Mall Rd,Bloomington,IN,,39.15072250366211,-86.49835205078125,NEGATIVE
160186,Blocked Sidewalk,Vegetation blocks north side sidewalk on 8th between College and Walnut.,Planning and Transportation,100-198 West 8th Street,Bloomington,IN,,39.1695442199707,-86.53397369384766,NEUTRAL
160200,Blocked Sidewalk,Sidewalk obstruction at corner due to weeds. Also lawn has high Weeds,,918-998 East 1st Street,Bloomington,IN,,39.1593017578125,-86.52273559570312,NEGATIVE
160201,Blocked Sidewalk,Vegetation blocks sidewalk,Planning and Transportation,900-902 South Lincoln Street,Bloomington,IN,,39.15632247924805,-86.53138732910156,NEUTRAL
160202,Blocked Sidewalk,Vegetation blocks sidewalk between the houses,Planning and Transportation,812-816 South Lincoln Street,Bloomington,IN,,39.15668106079102,-86.53137969970703,NEUTRAL
160203,Blocked Sidewalk,Vegetation blocks sidewalk just south of alley,,618 S Lincoln ST,Bloomington,IN,47401.0,39.15871047973633,-86.53138732910156,NEUTRAL
160212,Blocked Sidewalk,Between Grimes and Driscoll on Lincoln,Planning and Transportation,1208 S Lincoln ST,Bloomington,IN,47401.0,39.1529426574707,-86.53137969970703,NEUTRAL
160220,Blocked Sidewalk,They have a large trampoline in their front yard that is on the public sidewalk.,Planning and Transportation,904 S Larkspur LN,Bloomington,IN,47403.0,39.15675735473633,-86.54766082763672,NEUTRAL
160563,Blocked Sidewalk,Sidewalk is pretty much completely blocked by vegetation. Students use that sidewalk to reach the bus stops and are forced to walk in the street.,Planning and Transportation,3538 S Wellington DR,Bloomington,IN,47401.0,39.130821228027344,-86.52515411376953,NEGATIVE
160569,Blocked Sidewalk,"this is often an issue in front of my office, with the road newly paved could you consider wheel stops to keep pedestrians right of way unblocked? thank you",Street Department,501 N College AVE,Bloomington,IN,47404.0,39.17060470581055,-86.5350112915039,MIXED
160570,Blocked Sidewalk,"818 e. First St, weeds obstructing sidewalk on first and Woodlawn",Planning and Transportation,,Bloomington,IN,,39.15924453735352,-86.52277374267578,NEUTRAL
160728,Blocked Sidewalk,Over grown bushes,Planning and Transportation,1246 S Fenbrook LN,Bloomington,IN,47401.0,39.15339279174805,-86.48465728759766,NEUTRAL
160806,Blocked Sidewalk,car blocks sidewalk,Parking Enforcement,,Bloomington,IN,,39.162132263183594,-86.51668548583984,NEUTRAL
160807,Blocked Sidewalk,sidewalk block and part removed... been like this for months...,Planning and Transportation,,Bloomington,IN,,39.16151809692383,-86.51832580566406,POSITIVE
160810,Blocked Sidewalk,There is a PODS storage container that has been placed across the sidewalk at 310 N Lincoln St.,Planning and Transportation,,Bloomington,IN,,,,NEUTRAL
161100,Blocked Sidewalk,There is an obstruction on College Ave. just before 3rd St. Does this obstruction still serve a purpose or could it be removed to make turning on that corner more safe?,Planning and Transportation,228-256 West 3rd Street,Bloomington,IN,,39.16472244262695,-86.53478240966797,NEGATIVE
161101,Blocked Sidewalk,A large portion of the sidewalk along the east side of High Street between Moore's Pike and Arden Place is overgrown. There are a couple spots that have poison ivy growing onto the walkway. Is the city responsible for clearing this? Can it please be maintained?,Planning and Transportation,1685-1799 South High Street,Bloomington,IN,,39.14894485473633,-86.50824737548828,NEUTRAL
161161,Blocked Sidewalk,Sidewalk in front of 1700 E Camby Lane and to the west side of the property both blocked by tree branches / bushes overgrown.,Planning and Transportation,1700 E Camby LN,Bloomington,IN,47401.0,39.13544845581055,-86.51182556152344,NEUTRAL
161163,Blocked Sidewalk,cars parked in lawn blocking sidewalk,Planning and Transportation,912 S Larkspur LN,Bloomington,IN,47403.0,39.156494140625,-86.54788970947266,NEUTRAL
161165,Blocked Sidewalk,"1919 Southdowns is the home that has let the vegetation overgrow the public sidewalk, so that we have to walk on his neighbor's lawn : this sidewalk has lots of foot & bicycle traffic from schoolchildren + adult commuters. Bushes need to be cut back very hard -- not just trimmed a little. This is an on-going problem & homeowner does NOT trim. Please help!",Planning and Transportation,1925-1929 East Southdowns Drive,Bloomington,IN,,39.1558723449707,-86.5104751586914,NEGATIVE
161169,Blocked Sidewalk,Sidewalk in front of 1700 E Camby Ln blocked by low-hanging tree branches.,Planning and Transportation,1700-1706 East Camby Lane,Bloomington,IN,,39.13547897338867,-86.51176452636719,NEUTRAL
161187,Blocked Sidewalk,The sidewalk fronting this property is blocked by low-hanging branches.,Planning and Transportation,1700 E Camby LN,Bloomington,IN,47401.0,39.13539505004883,-86.51184844970703,NEGATIVE
161228,Blocked Sidewalk,There are tree branches hanging down onto the sidewalk in front of this address. Also the bushes around the side of the house are growing out over the sidewalk there as well.,Planning and Transportation,1700 E Camby LN,Bloomington,IN,47401.0,39.13542175292969,-86.51184844970703,NEUTRAL
161247,Blocked Sidewalk,Tree branches overhanging sidewalk in front of house. Bushes growing out across sidewalk on side of house.,Planning and Transportation,1700 E Camby LN,Bloomington,IN,47401.0,39.13543319702148,-86.5118637084961,NEUTRAL
161260,Blocked Sidewalk,Sidewalks blocked on front and side of 1700 E Camby by overgrown branches.,Planning and Transportation,1700 E Camby LN,Bloomington,IN,47401.0,39.135414123535156,-86.51185607910156,NEGATIVE
161275,Blocked Sidewalk,Sidewalk blocked by branches.,Planning and Transportation,1700 E Camby LN,Bloomington,IN,47401.0,39.13544845581055,-86.5118637084961,NEGATIVE
161357,Blocked Sidewalk,Firestone always has cars parked on the sidewalk along walnut st. They've actually painted blue parking stripes on the sidewalk.,Parking Enforcement,,Bloomington,IN,,39.16491317749023,-86.5335464477539,NEUTRAL
161405,Blocked Sidewalk,N. Walnut approaching 17th. (10/2/17) Sidewalk blocked by multiple large trash cans. Forces wheelchair in either direction into one way bike lane.,Planning and Transportation,,Bloomington,IN,,,,NEUTRAL
161407,Blocked Sidewalk,E 2nd street at CVS/Goodwill. Damaged siderail blocking sidewalk.,Street Department,,Bloomington,IN,,,,NEGATIVE
161408,Blocked Sidewalk,E 3rd at Orange Leaf yoghurt shop. Overgrown hedge blocking sidewalk.,Planning and Transportation,,Bloomington,IN,,,,NEUTRAL
161471,Blocked Sidewalk,Gravel covering sidewalk on 17th looking West toward College is a safety/navigation hazard for power chair users. The photo was taken just below the alleyway behind Square Donuts.,,,Bloomington,IN,,,,NEGATIVE
161489,Blocked Sidewalk,"This curb is at the alleyway S of 1818 Apparel Co. on N College. It, and the next 5-6 sidewalk slabs South, represent the last obstacles to power wheelchairs using the sidewalk from Square Donuts to CVS. This trip has become increasingly important for me since my Rx's were transferred as part of the Marsh shutdown on N Kinser.",Street Department,,Bloomington,IN,,,,POSITIVE
161541,Blocked Sidewalk,"Residents at 2526 S Rogers St Bloomington, In 47403 have at least 2 of their 4+ cars and trucks consistently parked fully on the sidewalk that borders their property on Ralston. They're essentially using this sidewalk as a parking lot / repair area for their vehicles. This is not a temporary occurrence but something that is observed on a daily basis for many months.",Parking Enforcement,2526 S Rogers ST,Bloomington,IN,47403.0,39.13853454589844,-86.53880310058594,NEUTRAL
